#separator:tab
#html:true
#notetype column:1
#deck column:2
#front column:3
#back column:4
#tags column:5
Basic	Beber::Verb Tenses	I drink	yo bebo	Beber Present Indicative
Basic	Beber::Verb Tenses	he will drink	él beberá	Beber Future Indicative
Basic	Beber::Verb Tenses	she will drink	ella beberá	Beber Future Indicative
Basic	Beber::Verb Tenses	you (formal) will drink	usted beberá	Beber Future Indicative
Basic	Beber::Verb Tenses	we will drink	nosotros beberemos	Beber Future Indicative
Basic	Beber::Verb Tenses	you all will drink	ustedes beberán	Beber Future Indicative
Basic	Beber::Verb Tenses	they will drink	ellos beberán	Beber Future Indicative
Basic	Beber::Verb Tenses	I would drink	yo bebería	Beber Conditional
Basic	Beber::Verb Tenses	you would drink	tú beberías	Beber Conditional
Basic	Beber::Verb Tenses	he would drink	él bebería	Beber Conditional
Basic	Beber::Verb Tenses	she would drink	ella bebería	Beber Conditional
Basic	Beber::Verb Tenses	you (formal) would drink	usted bebería	Beber Conditional
Basic	Beber::Verb Tenses	we would drink	nosotros beberíamos	Beber Conditional
Basic	Beber::Verb Tenses	you all would drink	ustedes beberían	Beber Conditional
Basic	Beber::Verb Tenses	they would drink	ellos beberían	Beber Conditional
Basic	Beber::Verb Tenses	I drink (subjunctive)	yo beba	Beber Present Subjunctive
Basic	Beber::Verb Tenses	you drink (subjunctive)	tú bebas	Beber Present Subjunctive
Basic	Beber::Verb Tenses	he drinks (subjunctive)	él beba	Beber Present Subjunctive
Basic	Beber::Verb Tenses	she drinks (subjunctive)	ella beba	Beber Present Subjunctive
Basic	Beber::Verb Tenses	you (formal) drink (subjunctive)	usted beba	Beber Present Subjunctive
Basic	Beber::Verb Tenses	we drink (subjunctive)	nosotros bebamos	Beber Present Subjunctive
Basic	Beber::Verb Tenses	you all drink (subjunctive)	ustedes beban	Beber Present Subjunctive
Basic	Beber::Verb Tenses	they drink (subjunctive)	ellos beban	Beber Present Subjunctive
Basic	Beber::Verb Tenses	I drank (subjunctive)	yo bebiera	Beber Imperfect Subjunctive
Basic	Beber::Verb Tenses	you drank (subjunctive)	tú bebieras	Beber Imperfect Subjunctive
Basic	Beber::Verb Tenses	he drank (subjunctive)	él bebiera	Beber Imperfect Subjunctive
Basic	Beber::Verb Tenses	she drank (subjunctive)	ella bebiera	Beber Imperfect Subjunctive
Basic	Beber::Verb Tenses	you (formal) drank (subjunctive)	usted bebiera	Beber Imperfect Subjunctive
Basic	Beber::Verb Tenses	we drank (subjunctive)	nosotros bebiéramos	Beber Imperfect Subjunctive
Basic	Beber::Verb Tenses	you all drank (subjunctive)	ustedes bebieran	Beber Imperfect Subjunctive
Basic	Beber::Verb Tenses	they drank (subjunctive)	ellos bebieran	Beber Imperfect Subjunctive
Basic	Beber::Present::Indicative	I drink water every morning before reading the Bible and starting my day.	Bebo agua cada mañana antes de leer la Biblia y comenzar mi día.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink coffee or tea during your morning devotional time with God?	¿Bebes café o té durante tu tiempo devocional matutino con Dios?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks herbal tea every evening before her night prayers and Bible reading.	Bebe té de hierbas cada noche antes de sus oraciones nocturnas y lectura bíblica.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink from the living water that Jesus offers and we are never thirsty again.	Bebemos del agua viva que Jesús ofrece y nunca volvemos a tener sed.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink grape juice during the Lord's Supper in remembrance of his blood poured out.	Beben jugo de uva durante la Cena del Señor en memoria de su sangre derramada.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink from the cup of salvation and give thanks to the Lord for his goodness.	Bebo de la copa de la salvación y doy gracias al Señor por su bondad.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink from God's Word daily as the spiritual nourishment your soul needs?	¿Bebes de la Palabra de Dios diariamente como el alimento espiritual que necesita tu alma?	Beber Present Indicative
Basic	Beber::Present::Indicative	He drinks deeply from the Scriptures and comes to the study full of insight.	Bebe profundamente de las Escrituras y llega al estudio lleno de perspectiva.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink together during communion as a community bound by faith in Jesus Christ.	Bebemos juntos durante la comunión como una comunidad unida por la fe en Jesucristo.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink from the well of prayer and come away refreshed and strengthened in spirit.	Beben del pozo de la oración y salen renovados y fortalecidos en espíritu.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink water from the story of Moses striking the rock and think of Christ our Rock.	Bebo agua de la historia de Moisés golpeando la roca y pienso en Cristo nuestra Roca.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink in the truth of Psalm 23 and rest in God as your shepherd?	¿Bebes la verdad del Salmo 23 y descansas en Dios como tu pastor?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks in every word of the sermon and takes notes to share with her family.	Bebe cada palabra del sermón y toma notas para compartir con su familia.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink from the same spiritual fountain every time we open the Word together.	Bebemos de la misma fuente espiritual cada vez que abrimos la Palabra juntos.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink in the teaching of the early church fathers to deepen their theology.	Beben de la enseñanza de los padres de la iglesia primitiva para profundizar su teología.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink coffee in the fellowship hall after the Sunday service and meet new people.	Bebo café en el salón de compañerismo después del culto del domingo y conozco gente nueva.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink tea with the senior ladies of the church after the Thursday morning class?	¿Bebes té con las señoras mayores de la iglesia después de la clase del jueves por la mañana?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks water from the fountain near the sanctuary between the morning services.	Bebe agua de la fuente cerca del santuario entre los cultos matutinos.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink lemonade together after the outdoor summer church service in the park.	Bebemos limonada juntos después del culto de verano al aire libre en el parque.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink hot chocolate together after the candlelight Christmas Eve service ends.	Beben chocolate caliente juntos después de que termina el culto de nochebuena con velas.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink water from a reusable bottle when I travel so I stay healthy on mission trips.	Bebo agua de una botella reutilizable cuando viajo para mantenerme saludable en los viajes misioneros.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink from filtered water bottles when you travel to rural areas for ministry?	¿Bebes de botellas de agua filtrada cuando viajas a áreas rurales para el ministerio?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks freshly squeezed fruit juice at the market when she visits the mission field.	Bebe jugo de fruta recién exprimido en el mercado cuando visita el campo misionero.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink local beverages as a sign of respect and connection when we visit other cultures.	Bebemos bebidas locales como señal de respeto y conexión cuando visitamos otras culturas.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink water purified by the church's water filters installed on the last mission trip.	Beben agua purificada por los filtros de agua de la iglesia instalados en el último viaje misionero.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink agua fresca when I eat at the restaurant near the market in town.	Bebo agua fresca cuando como en el restaurante cerca del mercado en el pueblo.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink a warm drink before dinner when you eat at a Mexican restaurant?	¿Bebes una bebida caliente antes de cenar cuando comes en un restaurante mexicano?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks lemon water with her meal at the restaurant as a healthy choice.	Bebe agua con limón con su comida en el restaurante como una elección saludable.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink tamarind juice with our meal and thank God for the blessing of good food.	Bebemos jugo de tamarindo con nuestra comida y agradecemos a Dios por la bendición de la buena comida.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink horchata at the restaurant and share stories of how God brought them together.	Beben horchata en el restaurante y comparten historias de cómo Dios los reunió.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink fresh mango juice with breakfast every morning during the summer.	Bebo jugo fresco de mango con el desayuno cada mañana durante el verano.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink warm broth when you are sick and trust God for healing?	¿Bebes caldo caliente cuando estás enfermo y confías en Dios para la sanidad?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks water after every meal and avoids sugary drinks to care for her health.	Bebe agua después de cada comida y evita las bebidas azucaradas para cuidar su salud.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink fresh juice pressed from the fruits in the garden every morning together.	Bebemos jugo fresco exprimido de las frutas del jardín cada mañana juntos.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink warm milk with honey before bed to help the children sleep peacefully.	Beben leche tibia con miel antes de dormir para ayudar a los niños a dormir tranquilos.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink my morning coffee slowly while reading a chapter of Proverbs.	Bebo mi café de la mañana despacio mientras leo un capítulo de Proverbios.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink water throughout the day to stay alert during your long days of work and ministry?	¿Bebes agua durante todo el día para mantenerte alerta durante tus largos días de trabajo y ministerio?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks chamomile tea when she feels anxious and reminds herself of God's peace.	Bebe té de manzanilla cuando se siente ansiosa y se recuerda a sí misma de la paz de Dios.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink from the same cup in our home and remind ourselves that God provides equally for all.	Bebemos de la misma copa en nuestro hogar y nos recordamos que Dios provee igualmente para todos.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink lemon water in the mornings and remind each other to seek God first in the day.	Beben agua con limón por las mañanas y se recuerdan el uno al otro buscar a Dios primero en el día.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink water with my family at dinner and we take turns sharing what we are grateful for.	Bebo agua con mi familia en la cena y nos turnamos para compartir por lo que somos agradecidos.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink warm tea with your spouse in the evenings and read the Bible together?	¿Bebes té caliente con tu cónyuge por las noches y leen la Biblia juntos?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks juice every morning with her children before the school day begins.	Bebe jugo cada mañana con sus hijos antes de que comience el día escolar.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink together as a family every meal and pray before the first sip is taken.	Bebemos juntos como familia en cada comida y oramos antes de que se dé el primer sorbo.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink hot cider together on cold evenings and share stories about God's faithfulness.	Beben sidra caliente juntos en las noches frías y comparten historias sobre la fidelidad de Dios.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink coffee with my friend from church every Friday and we pray together.	Bebo café con mi amigo de la iglesia cada viernes y oramos juntos.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink tea with your close friends and open up about how God is moving in your life?	¿Bebes té con tus amigos cercanos y te abres sobre cómo Dios se está moviendo en tu vida?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks lemonade with her neighbors on the porch and talks about faith openly.	Bebe limonada con sus vecinos en el porche y habla abiertamente sobre la fe.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink together and laugh together and hold each other up in the grace of God.	Bebemos juntos y reímos juntos y nos sostenemos el uno al otro en la gracia de Dios.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink coffee before the small group starts and use that time to connect and pray.	Beben café antes de que comience el grupo pequeño y usan ese tiempo para conectarse y orar.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink water regularly throughout the day to keep my dog and myself well hydrated.	Bebo agua con regularidad durante el día para mantener a mi perro y a mí mismo bien hidratados.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink your coffee at the kitchen table while your dog waits patiently for a walk?	¿Bebes tu café en la mesa de la cocina mientras tu perro espera pacientemente para dar un paseo?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks water from a large bottle and makes sure her cat always has a fresh bowl too.	Bebe agua de una botella grande y se asegura de que su gato siempre tenga un tazón fresco también.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink smoothies in the morning and make sure the dog gets fresh water too.	Bebemos batidos por la mañana y nos aseguramos de que el perro también tenga agua fresca.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink their morning tea in the garden while the dog runs and plays in the yard.	Beben su té de la mañana en el jardín mientras el perro corre y juega en el patio.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink water while I study so my mind stays sharp and my focus remains clear.	Bebo agua mientras estudio para que mi mente se mantenga aguda y mi concentración permanezca clara.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink enough water during long exam days at school to stay focused?	¿Bebes suficiente agua durante los largos días de exámenes en la escuela para mantenerte concentrado?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks green tea while preparing her lesson plans for the Bible school students.	Bebe té verde mientras prepara sus planes de lección para los estudiantes de la escuela bíblica.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink water together at the start of every classroom session and pray before learning.	Bebemos agua juntos al comienzo de cada sesión en el aula y oramos antes de aprender.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink herbal tea during the seminar and take notes on every point that challenges them.	Beben té de hierbas durante el seminario y toman nota de cada punto que los desafía.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink plenty of water every day because my doctor told me it is essential for my recovery.	Bebo mucha agua cada día porque mi médico me dijo que es esencial para mi recuperación.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink water instead of sugary drinks as a way to care for your health?	¿Bebes agua en lugar de bebidas azucaradas como una forma de cuidar tu salud?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks ginger tea when she has a cold and prays for healing at the same time.	Bebe té de jengibre cuando tiene un resfriado y ora por sanidad al mismo tiempo.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink warm soups and herbal teas when we are ill and trust God for restoration.	Bebemos sopas calientes y tés de hierbas cuando estamos enfermos y confiamos en Dios para la restauración.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink herbal remedies passed down through the family and pray for God to heal.	Beben remedios a base de hierbas transmitidos por la familia y oran para que Dios sane.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink coffee at my desk in the morning before the team meeting begins at work.	Bebo café en mi escritorio por la mañana antes de que comience la reunión del equipo en el trabajo.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink water throughout the workday so you stay focused and energized?	¿Bebes agua durante todo el día laboral para mantenerte concentrado y con energía?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks tea with a colleague who is going through a difficult season and listens with love.	Bebe té con un colega que está pasando por una temporada difícil y escucha con amor.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink water at the company retreat and use the breaks to encourage one another in faith.	Bebemos agua en el retiro de la empresa y usamos los descansos para animarnos el uno al otro en la fe.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink coffee before the early morning prayer call that starts the work week together.	Beben café antes de la llamada de oración de la mañana temprana que comienza la semana laboral juntos.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink water before going on stage to sing because my voice needs to be fully hydrated.	Bebo agua antes de subir al escenario para cantar porque mi voz necesita estar completamente hidratada.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink warm tea with honey before leading worship to protect and soothe your voice?	¿Bebes té caliente con miel antes de dirigir la adoración para proteger y calmar tu voz?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks lemon water backstage before the worship team goes on and they all pray together.	Bebe agua con limón entre bastidores antes de que el equipo de adoración suba y todos oran juntos.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink herbal tea after worship rehearsal to wind down and reflect on what God did.	Bebemos té de hierbas después del ensayo de adoración para relajarnos y reflexionar sobre lo que Dios hizo.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink water between songs during the outdoor worship concert on a warm evening.	Beben agua entre canciones durante el concierto de adoración al aire libre en una noche cálida.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink from God's well of living water and my soul is satisfied in a way nothing else can.	Bebo del pozo de agua viva de Dios y mi alma queda satisfecha de una manera que nada más puede.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink deeply from the Word each morning so you face the day full of God's truth?	¿Bebes profundamente de la Palabra cada mañana para enfrentar el día lleno de la verdad de Dios?	Beber Present Indicative
Basic	Beber::Present::Indicative	He drinks from the streams of life that God promises to all who believe and trust in him.	Bebe de los ríos de vida que Dios promete a todos los que creen y confían en él.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink from the same source of truth and we stand united in Christ and in his Word.	Bebemos de la misma fuente de verdad y permanecemos unidos en Cristo y en su Palabra.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink the cup of joy because they have seen God's faithfulness year after year.	Beben la copa de alegría porque han visto la fidelidad de Dios año tras año.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink water slowly after a long fast and give thanks to God for his sustaining grace.	Bebo agua lentamente después de un largo ayuno y doy gracias a Dios por su gracia sustentadora.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink warm broth during your fast to keep your strength while you seek God?	¿Bebes caldo caliente durante tu ayuno para mantener tus fuerzas mientras buscas a Dios?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks in every moment of the retreat weekend and comes home renewed in spirit.	Bebe cada momento del fin de semana de retiro y regresa a casa renovada en espíritu.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink lemonade by the river after the outdoor baptism service and celebrate together.	Bebemos limonada junto al río después del servicio de bautismo al aire libre y celebramos juntos.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink the water of life freely as Jesus promises to all who come to him in faith.	Beben el agua de vida gratuitamente tal como Jesús promete a todos los que vienen a él con fe.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink my tea every evening and use that quiet moment to pray and reflect on the day.	Bebo mi té cada tarde y uso ese momento tranquilo para orar y reflexionar sobre el día.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink something warm to unwind after the long evening rehearsal for the Christmas concert?	¿Bebes algo caliente para relajarte después del largo ensayo nocturno para el concierto de Navidad?	Beber Present Indicative
Basic	Beber::Present::Indicative	He drinks water throughout the day and honors God by taking care of the body he was given.	Bebe agua durante todo el día y honra a Dios cuidando el cuerpo que le fue dado.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink with gratitude and eat with thankfulness and live every moment for God's glory.	Bebemos con gratitud y comemos con agradecimiento y vivimos cada momento para la gloria de Dios.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink the new wine of the Spirit and are filled with joy and praise beyond measure.	Beben el vino nuevo del Espíritu y se llenan de alegría y alabanza más allá de toda medida.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink in the beauty of God's creation when I travel and my heart overflows with praise.	Bebo la belleza de la creación de Dios cuando viajo y mi corazón se desborda en alabanza.	Beber Present Indicative
Basic	Beber::Present::Indicative	Do you drink from the joy of the Lord that is your strength no matter what the day brings?	¿Bebes de la alegría del Señor que es tu fortaleza sin importar lo que traiga el día?	Beber Present Indicative
Basic	Beber::Present::Indicative	She drinks in the words of the worship song and lets them sink deep into her soul.	Bebe las palabras de la canción de adoración y las deja hundirse profundamente en su alma.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink and we rest and we rise again because God renews our strength like the eagle's.	Bebemos y descansamos y nos levantamos de nuevo porque Dios renueva nuestra fuerza como la del águila.	Beber Present Indicative
Basic	Beber::Present::Indicative	They drink the cup of hope and know that God holds their future securely in his hands.	Beben la copa de la esperanza y saben que Dios sostiene su futuro de manera segura en sus manos.	Beber Present Indicative
Basic	Beber::Present::Indicative	I drink water before every prayer time in the morning because the simple act of caring for my body reminds me that what I am about to do matters and deserves full presence.	Bebo agua antes de cada tiempo de oración en la mañana porque el simple acto de cuidar mi cuerpo me recuerda que lo que estoy a punto de hacer importa y merece plena presencia.	Beber Present Indicative
Basic	Beber::Present::Indicative	You drink from the cup of the Lord's Supper as an act of remembrance and every time you do it the memory of what Christ paid to give you that cup is meant to reshape how you live in the hours that follow.	Bebes de la copa de la Cena del Señor como un acto de recuerdo y cada vez que lo haces el recuerdo de lo que Cristo pagó para darte esa copa está destinado a dar nueva forma a cómo vives en las horas que siguen.	Beber Present Indicative
Basic	Beber::Present::Indicative	The congregation drinks together at the table of the Lord not merely as a ritual but as a declaration that the blood of Christ has established a covenant between God and his people that nothing can dissolve.	La congregación bebe juntos en la mesa del Señor no meramente como un ritual sino como una declaración de que la sangre de Cristo ha establecido un pacto entre Dios y su pueblo que nada puede disolver.	Beber Present Indicative
Basic	Beber::Present::Indicative	We drink the tea our host prepared for us with gratitude and accept it as the gift it is because hospitality offered in love deserves to be received with the same spirit in which it was given.	Bebemos el té que nuestro anfitrión preparó para nosotros con gratitud y lo aceptamos como el regalo que es porque la hospitalidad ofrecida con amor merece ser recibida con el mismo espíritu con que fue dada.	Beber Present Indicative
Basic	Beber::Present::Indicative	The children drink their juice at the church fellowship meal and in that ordinary act of sharing a table they are learning what it means to belong to a community of people who eat and pray and sing together.	Los niños beben su jugo en la comida de comunión de la iglesia y en ese acto ordinario de compartir una mesa están aprendiendo lo que significa pertenecer a una comunidad de personas que comen y oran y cantan juntos.	Beber Present Indicative
Basic	Beber::Preterit::Indicative	I drank from the cup at communion this morning and felt what I cannot always feel — the weight of what was poured out so that cup could be offered to me.	Bebí de la copa en la comunión esta mañana y sentí lo que no siempre puedo sentir — el peso de lo que se derramó para que esa copa pudiera ofrecérseme.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	You drank the water the stranger offered you at the roadside and in that small act of receiving you participated in the ancient practice of the desert where water given freely was itself a form of the gospel.	Bebiste el agua que el extraño te ofreció al costado del camino y en ese pequeño acto de recibir participaste en la práctica antigua del desierto donde el agua dada libremente era en sí misma una forma del evangelio.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	She drank the tea her grandmother made every Sunday morning before church and the smell of it forty years later still carried her back to that kitchen where faith was as present as the warmth of the cup in her hands.	Bebió el té que su abuela hacía cada domingo por la mañana antes de la iglesia y el olor de él cuarenta años después todavía la llevaba de regreso a esa cocina donde la fe era tan presente como el calor de la taza en sus manos.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	He drank from the river during the mission journey and trusted that God who led Israel through the wilderness without water would also provide for his servants today in whatever form provision needed to take.	Bebió del río durante el viaje misionero y confió en que el Dios que guió a Israel a través del desierto sin agua también proveería para sus siervos hoy en cualquier forma que la provisión necesitara tomar.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	We drank coffee together at the kitchen table after the small group ended and what happened over those cups was more honest and more formative than anything that happened in the official meeting.	Bebimos café juntos en la mesa de la cocina después de que terminó el grupo pequeño y lo que ocurrió sobre esas tazas fue más honesto y más formativo que cualquier cosa que ocurrió en la reunión oficial.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	They drank the water provided at the food bank and thanked God for the people who had brought it because every cup of cold water given in Christ's name is given to Christ himself and received by him as an act of love.	Bebieron el agua provista en el banco de alimentos y agradecieron a Dios por las personas que la habían llevado porque cada taza de agua fría dada en el nombre de Cristo es dada al mismo Cristo y recibida por él como un acto de amor.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	I drank from the well in the village where the mission team worked and the water tasted like the satisfaction of seeing something prayed for finally arrive in the physical world.	Bebí del pozo en el pueblo donde trabajó el equipo misionero y el agua sabía a la satisfacción de ver algo por lo que se oró finalmente llegar al mundo físico.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	You drank the broth she made for you when you were sick and the care in the cooking was as healing as anything the medicine provided because being cared for by someone who loves you is its own kind of medicine.	Bebiste el caldo que ella hizo para ti cuando estabas enfermo y el cuidado en la cocina fue tan sanador como cualquier cosa que proporcionó la medicina porque ser cuidado por alguien que te ama es su propio tipo de medicina.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	She drank the communion wine slowly this week because she had decided that she would not let the familiarity of the practice rob it of its weight and the deliberate slowness changed everything about her experience of the table.	Bebió el vino de la comunión lentamente esta semana porque había decidido que no dejaría que la familiaridad de la práctica le robara su peso y la lentitud deliberada cambió todo sobre su experiencia en la mesa.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	He drank the water from the spring his grandfather had found and remembered that everything he had inherited in this land — the faith, the farm, the family — had been provided by a God who had been faithful to every generation before him.	Bebió el agua del manantial que su abuelo había encontrado y recordó que todo lo que había heredado en esta tierra — la fe, la granja, la familia — había sido provisto por un Dios que había sido fiel a cada generación antes que él.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	We drank the juice of the fruit that grew in the garden and thanked God that he had designed creation to be not only sustaining but delicious because the pleasure of good fruit is itself a form of God's kindness toward the people he made.	Bebimos el jugo de la fruta que creció en el jardín y agradecimos a Dios que había diseñado la creación para ser no solo sustentadora sino deliciosa porque el placer de la buena fruta es en sí mismo una forma de la bondad de Dios hacia las personas que hizo.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	They drank together after the worship team rehearsal and what started as an ordinary break became an hour of honest conversation that bonded the team more than any official team-building exercise ever had.	Bebieron juntos después del ensayo del equipo de adoración y lo que comenzó como un descanso ordinario se convirtió en una hora de conversación honesta que unió al equipo más que cualquier ejercicio oficial de formación de equipo que hubiera habido.	Beber Preterit Indicative
Basic	Beber::Preterit::Indicative	I drank the tea my host poured and listened to the story she had been waiting years to tell someone who would actually hear it and in that hour over two cups of tea I understood why Jesus sat at so many tables.	Bebí el té que mi anfitriona sirvió y escuché la historia que había estado esperando años para contarle a alguien que realmente la escuchara y en esa hora sobre dos tazas de té entendí por qué Jesús se sentó en tantas mesas.	Beber Preterit Indicative
