#separator:tab
#html:true
#notetype column:1
#deck column:2
#front column:3
#back column:4
#tags column:5
Basic	Aprender::Verb Tenses	I learn	yo aprendo	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn more about grace each time you study the book of Romans?	¿Aprendes más sobre la gracia cada vez que estudias el libro de Romanos?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	He learns how to pray more effectively through the example of Jesus.	Aprende a orar de manera más efectiva a través del ejemplo de Jesús.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn how the Old Testament points forward to the fulfillment in Christ.	Aprendemos cómo el Antiguo Testamento señala hacia el cumplimiento en Cristo.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn new insights from their Bible study leader every Thursday evening.	Aprenden nuevas perspectivas de su líder de estudio bíblico cada jueves por la noche.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn about faith from the stories of Abraham, Moses, and David.	Aprendo sobre la fe a través de las historias de Abraham, Moisés y David.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn patience from the story of Job?	¿Aprendes paciencia de la historia de Job?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns about courage from the example of Esther and her trust in God.	Aprende sobre el valor a través del ejemplo de Ester y su confianza en Dios.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn about redemption through the story of Ruth and Boaz.	Aprendemos sobre la redención a través de la historia de Rut y Boaz.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn how God uses unlikely people to accomplish his purposes in Scripture.	Aprenden cómo Dios usa personas improbables para cumplir sus propósitos en las Escrituras.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn how to serve others better every time I volunteer at the church.	Aprendo a servir mejor a los demás cada vez que soy voluntario en la iglesia.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn the names of new visitors when they come to the service?	¿Aprendes los nombres de los visitantes nuevos cuando vienen al culto?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	He learns how to lead worship by watching the experienced musicians in church.	Aprende a dirigir la adoración observando a los músicos experimentados en la iglesia.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn how to be a welcoming congregation from the example of the early church.	Aprendemos cómo ser una congregación acogedora del ejemplo de la iglesia primitiva.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn new songs of worship each month to keep their praise fresh.	Aprenden nuevas canciones de adoración cada mes para mantener su alabanza fresca.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn a few words in the local language whenever I travel on a mission trip.	Aprendo algunas palabras en el idioma local cada vez que viajo en un viaje misionero.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn about different cultures when you travel to serve abroad?	¿Aprendes sobre diferentes culturas cuando viajas para servir en el extranjero?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns to depend on God more fully when she is far from home.	Aprende a depender de Dios más plenamente cuando está lejos de casa.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn to appreciate the simplicity of life when we travel to serve others.	Aprendemos a apreciar la sencillez de la vida cuando viajamos para servir a otros.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn customs and greetings so they can connect with the local community.	Aprenden costumbres y saludos para poder conectarse con la comunidad local.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn the names of dishes on the menu by asking the waiter for help.	Aprendo los nombres de los platos en el menú pidiendo ayuda al mesero.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn how to order food in Spanish at the restaurant near the hotel?	¿Aprendes a pedir comida en español en el restaurante cerca del hotel?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns the local food traditions each time the church hosts a potluck.	Aprende las tradiciones culinarias locales cada vez que la iglesia organiza un almuerzo compartido.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn about other cultures through the food they share with us.	Aprendemos sobre otras culturas a través de la comida que comparten con nosotros.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn to enjoy new flavors every time they eat at an international restaurant.	Aprenden a disfrutar nuevos sabores cada vez que comen en un restaurante internacional.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn to cook new recipes so I can share meals with people in need.	Aprendo a cocinar nuevas recetas para poder compartir comidas con personas necesitadas.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn how to prepare traditional dishes from your grandmother?	¿Aprendes a preparar platos tradicionales de tu abuela?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns how spices and flavors come together while cooking for her family.	Aprende cómo las especias y los sabores se combinan mientras cocina para su familia.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn to give thanks for every meal as a reminder of God's daily provision.	Aprendemos a dar gracias por cada comida como recordatorio de la provisión diaria de Dios.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn to make healthy choices because their bodies belong to God.	Aprenden a tomar decisiones saludables porque sus cuerpos pertenecen a Dios.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn something about God's peace every time I sit in a quiet room at home.	Aprendo algo sobre la paz de Dios cada vez que me siento en una habitación tranquila en casa.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn better when you study the Bible in the morning or at night?	¿Aprendes mejor cuando estudias la Biblia por la mañana o por la noche?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns to create a home that reflects the love and hospitality of Christ.	Aprende a crear un hogar que refleje el amor y la hospitalidad de Cristo.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn how to resolve conflict in our home by following biblical principles.	Aprendemos a resolver conflictos en nuestro hogar siguiendo principios bíblicos.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn to make their home a place of prayer and worship each evening.	Aprenden a hacer de su hogar un lugar de oración y adoración cada tarde.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn from my parents how to walk in integrity and faith every day.	Aprendo de mis padres cómo caminar con integridad y fe cada día.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn important values from your family that guide your life?	¿Aprendes valores importantes de tu familia que guían tu vida?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns about God's faithfulness by watching her grandparents trust him.	Aprende sobre la fidelidad de Dios observando a sus abuelos confiar en él.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn to pray together as a family and our bond grows stronger.	Aprendemos a orar juntos como familia y nuestro vínculo se hace más fuerte.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn the value of serving others from a very young age in their family.	Aprenden el valor de servir a los demás desde muy pequeños en su familia.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn a lot about life and faith by listening to the wisdom of my friends.	Aprendo mucho sobre la vida y la fe escuchando la sabiduría de mis amigos.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn from your friends' experiences and how God has worked in their lives?	¿Aprendes de las experiencias de tus amigos y de cómo Dios ha obrado en sus vidas?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns from her friends how to be more consistent in her prayer life.	Aprende de sus amigos cómo ser más constante en su vida de oración.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn that genuine friendship requires honesty and commitment over time.	Aprendemos que la amistad genuina requiere honestidad y compromiso con el tiempo.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn through their friendships that encouragement in the faith is powerful.	Aprenden a través de sus amistades que el aliento en la fe es poderoso.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn how to care for my pet by reading and watching videos about the breed.	Aprendo a cuidar a mi mascota leyendo y viendo videos sobre la raza.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn how to train your dog to sit and stay?	¿Aprendes a entrenar a tu perro a sentarse y quedarse quieto?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns patience and responsibility by taking care of her cat every day.	Aprende paciencia y responsabilidad cuidando a su gato cada día.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn that God calls us to be good stewards of all living things.	Aprendemos que Dios nos llama a ser buenos mayordomos de todos los seres vivos.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn that caring for animals is a blessing that teaches them compassion.	Aprenden que el cuidado de los animales es una bendición que les enseña compasión.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn Spanish so that I can share the gospel with more people.	Aprendo español para poder compartir el evangelio con más personas.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn new vocabulary from the Bible in its original languages?	¿Aprendes vocabulario nuevo de la Biblia en sus idiomas originales?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	He learns quickly because he is motivated by his love for God and others.	Aprende rápidamente porque está motivado por su amor por Dios y los demás.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn theology at the Bible college and apply it every day in ministry.	Aprendemos teología en el colegio bíblico y la aplicamos cada día en el ministerio.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn to study with discipline and diligence as unto the Lord.	Aprenden a estudiar con disciplina y diligencia como para el Señor.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn to listen carefully to my body as a way to honor God's temple.	Aprendo a escuchar con cuidado a mi cuerpo como una forma de honrar el templo de Dios.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn new ways to stay healthy through the wellness class at church?	¿Aprendes nuevas formas de mantenerte saludable a través de la clase de bienestar en la iglesia?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns breathing and relaxation techniques to manage stress and anxiety.	Aprende técnicas de respiración y relajación para manejar el estrés y la ansiedad.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn that prayer and community are essential parts of emotional healing.	Aprendemos que la oración y la comunidad son partes esenciales de la sanidad emocional.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn to trust God with their health outcomes and rest in his sovereignty.	Aprenden a confiar en Dios con los resultados de su salud y descansar en su soberanía.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn new skills at work that help me serve my team and my community better.	Aprendo nuevas habilidades en el trabajo que me ayudan a servir mejor a mi equipo y comunidad.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn how to lead a team by following the servant leadership of Jesus?	¿Aprendes a liderar un equipo siguiendo el liderazgo de servicio de Jesús?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns to manage her time well so she can balance work and ministry.	Aprende a administrar bien su tiempo para poder equilibrar el trabajo y el ministerio.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn that excellence at work is a witness to the character of God.	Aprendemos que la excelencia en el trabajo es un testimonio del carácter de Dios.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn new technologies at work so they can reach more people with the gospel.	Aprenden nuevas tecnologías en el trabajo para poder llegar a más personas con el evangelio.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn to play worship songs on the guitar by practicing every day.	Aprendo a tocar canciones de adoración en la guitarra practicando cada día.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn new chords and melodies to add to your worship repertoire?	¿Aprendes nuevos acordes y melodías para agregar a tu repertorio de adoración?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns how to read music so she can serve on the worship team.	Aprende a leer música para poder servir en el equipo de adoración.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn that music is a gift from God meant to glorify him and bless others.	Aprendemos que la música es un regalo de Dios para glorificarlo y bendecir a los demás.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn new worship songs together and their team grows closer in the process.	Aprenden nuevas canciones de adoración juntos y su equipo se une más en el proceso.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn more about who God is through the trials he allows in my life.	Aprendo más sobre quién es Dios a través de las pruebas que permite en mi vida.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn to trust God more deeply during the hard seasons of life?	¿Aprendes a confiar en Dios más profundamente durante las temporadas difíciles de la vida?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	He learns to be still and know that God is in control.	Aprende a estar quieto y saber que Dios está en control.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn that following Jesus is not always easy but always worth it.	Aprendemos que seguir a Jesús no siempre es fácil pero siempre vale la pena.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn that God's grace is sufficient for every weakness and every failure.	Aprenden que la gracia de Dios es suficiente para cada debilidad y cada fracaso.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn to forgive others because God has first forgiven me so much.	Aprendo a perdonar a los demás porque Dios me ha perdonado tanto primero.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn to share your faith more boldly each time you practice it?	¿Aprendes a compartir tu fe con más valentía cada vez que la practicas?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns how to pray specifically by writing her prayers in a journal.	Aprende a orar específicamente escribiendo sus oraciones en un diario.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn new aspects of God's character every time we gather to worship together.	Aprendemos nuevos aspectos del carácter de Dios cada vez que nos reunimos para adorar juntos.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn that generosity is a spiritual discipline that opens the heart to God.	Aprenden que la generosidad es una disciplina espiritual que abre el corazón a Dios.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn to be content in all circumstances just as Paul wrote to the Philippians.	Aprendo a estar contento en todas las circunstancias tal como Pablo escribió a los filipenses.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn new things about God when you spend time in creation?	¿Aprendes cosas nuevas sobre Dios cuando pasas tiempo en la creación?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	The children learn the books of the Bible through a fun song at Sunday school.	Los niños aprenden los libros de la Biblia a través de una canción divertida en la escuela dominical.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn what it means to love our neighbors by going into our community.	Aprendemos lo que significa amar a nuestros prójimos yendo a nuestra comunidad.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn from each other's testimonies that God is the same yesterday and today.	Aprenden de los testimonios de los demás que Dios es el mismo ayer y hoy.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn to read the Bible in Spanish to better connect with my community.	Aprendo a leer la Biblia en español para conectarme mejor con mi comunidad.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn from the pastor's teaching or from your own personal reading more?	¿Aprendes más de la enseñanza del pastor o de tu propia lectura personal?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	She learns to surrender control to God and walk in peace instead of worry.	Aprende a rendirle el control a Dios y caminar en paz en lugar de preocupación.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn to live by faith and not by sight as we trust God's promises.	Aprendemos a vivir por fe y no por vista mientras confiamos en las promesas de Dios.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn to disciple others because someone first discipled them with great love.	Aprenden a discipular a otros porque alguien primero los discipuló con gran amor.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	I learn to rest on the Sabbath so that God is the center of every week.	Aprendo a descansar en el Sábado para que Dios sea el centro de cada semana.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	Do you learn to give thanks in all things as Paul instructed the Thessalonians?	¿Aprendes a dar gracias en todo como Pablo instruyó a los tesalonicenses?	Aprender Present Indicative
Basic	Aprender::Present::Indicative	He learns to serve with a humble heart and never seeks recognition for himself.	Aprende a servir con un corazón humilde y nunca busca reconocimiento para sí mismo.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	We learn that the greatest among us is the one who serves all the rest.	Aprendemos que el más grande entre nosotros es el que sirve a todos los demás.	Aprender Present Indicative
Basic	Aprender::Present::Indicative	They learn that abiding in Christ is the key to bearing lasting fruit.	Aprenden que permanecer en Cristo es la clave para dar fruto duradero.	Aprender Present Indicative
Basic	Aprender::Preterit::Indicative	I learned the most important lesson of my faith in the hardest season of my life, not in a classroom.	Aprendí la lección más importante de mi fe en la temporada más difícil de mi vida, no en un aula.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	You learned Spanish so you could share the gospel with people in their heart language and it made all the difference.	Aprendiste español para poder compartir el evangelio con personas en el idioma de su corazón y eso marcó toda la diferencia.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	She learned the names of every person in the congregation before she learned the layout of the building.	Aprendió los nombres de cada persona en la congregación antes de aprender la distribución del edificio.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	He learned to trust God with the unknown on that mission trip in a way no sermon had been able to teach him.	Aprendió a confiar en Dios con lo desconocido en ese viaje misionero de una manera que ningún sermón había podido enseñarle.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	We learned how to pray together as a small group and it changed the entire spiritual atmosphere of our home.	Aprendimos a orar juntos como grupo pequeño y eso cambió toda la atmósfera espiritual de nuestro hogar.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	They learned more about God's character during that season of suffering than in all their years of Sunday school.	Aprendieron más sobre el carácter de Dios durante esa temporada de sufrimiento que en todos sus años de escuela dominical.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	I learned the entire book of Philippians by heart and it became the most joyful spiritual discipline of my year.	Aprendí el libro entero de Filipenses de memoria y se convirtió en la disciplina espiritual más gozosa de mi año.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	You learned to cook that traditional recipe from an elderly woman in the village who became a second grandmother to you.	Aprendiste a cocinar esa receta tradicional de una anciana del pueblo que se convirtió en una segunda abuela para ti.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	She learned to play the guitar specifically so she could lead worship at the small church in the remote community.	Aprendió a tocar la guitarra específicamente para poder dirigir la adoración en la pequeña iglesia de la comunidad remota.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	He learned what it meant to be a servant leader by watching his father wash dishes after every church dinner.	Aprendió lo que significa ser un líder siervo al ver a su padre lavar los platos después de cada cena de la iglesia.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	We learned the hard way that a church without prayer is just a building with programs and people in it.	Aprendimos de la manera difícil que una iglesia sin oración es solo un edificio con programas y personas en él.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	They learned that the family pet can be one of God's most tender mercies during a season of loneliness and grief.	Aprendieron que la mascota de la familia puede ser una de las misericordias más tiernas de Dios durante una temporada de soledad y duelo.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	I learned more about hospitality from that family's open table than from any book on the subject.	Aprendí más sobre la hospitalidad en la mesa abierta de esa familia que en cualquier libro sobre el tema.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	You learned the passage in Hebrew and the depth of its meaning unlocked something in your understanding of God.	Aprendiste el pasaje en hebreo y la profundidad de su significado desbloqueó algo en tu comprensión de Dios.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	She learned that forgiveness is not a feeling you wait for but a decision you make before the feeling follows.	Aprendió que el perdón no es un sentimiento que esperas sino una decisión que tomas antes de que llegue el sentimiento.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	He learned every worship song in Spanish so that when he traveled he could sing with believers from different nations.	Aprendió cada canción de adoración en español para que cuando viajara pudiera cantar con creyentes de diferentes naciones.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	We learned the discipline of sabbath rest and it transformed our entire family's health, relationships, and perspective.	Aprendimos la disciplina del descanso sabático y transformó completamente la salud, las relaciones y la perspectiva de toda nuestra familia.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	They learned to read the Psalms as prayers and their prayer life never recovered its former dryness again.	Aprendieron a leer los Salmos como oraciones y su vida de oración nunca recuperó su anterior sequedad.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	I learned to be still and know that God is God during the one year of my life when nothing went as planned.	Aprendí a estar quieto y saber que Dios es Dios durante el año de mi vida en que nada salió como planeado.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	You learned the value of a church community during the months you spent recovering and unable to attend in person.	Aprendiste el valor de una comunidad eclesial durante los meses que pasaste recuperándote y sin poder asistir en persona.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	She learned the art of making that traditional bread from her grandmother who said every loaf was a prayer.	Aprendió el arte de hacer ese pan tradicional de su abuela que decía que cada hogaza era una oración.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	He learned that God was not afraid of his questions and that honest wrestling with faith only deepened it.	Aprendió que Dios no tenía miedo de sus preguntas y que la lucha honesta con la fe solo la profundizaba.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	We learned from the mission partner that generosity that costs nothing changes nothing and so we gave more.	Aprendimos del socio misionero que la generosidad que no cuesta nada no cambia nada y así dimos más.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	They learned to eat and be grateful for every food placed before them during the weeks they served abroad.	Aprendieron a comer y agradecer por cada alimento puesto frente a ellos durante las semanas que sirvieron en el extranjero.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	I learned that the most powerful thing a pastor can do is kneel before a member's hospital bed and pray.	Aprendí que lo más poderoso que puede hacer un pastor es arrodillarse ante la cama de un miembro en el hospital y orar.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	You learned more about God's love for people by watching your dog greet strangers than by reading some theology books.	Aprendiste más sobre el amor de Dios por las personas al ver a tu perro saludar a extraños que leyendo algunos libros de teología.	Aprender Preterit Indicative
Basic	Aprender::Preterit::Indicative	She learned to hold her plans loosely after God redirected her three times in a single year to something better.	Aprendió a sostener sus planes con suavidad después de que Dios la redirigió tres veces en un solo año hacia algo mejor.	Aprender Preterit Indicative
