#separator:tab
#html:true
#notetype column:1
#deck column:2
#front column:3
#back column:4
#tags column:5
Basic	Decir::Verb Tenses	I say / tell	yo digo	Decir Present Indicative
Basic	Decir::Present::Indicative	They say that family devotions have transformed their home.	Dicen que las devociones familiares han transformado su hogar.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to my children every day that God loves them unconditionally.	Les digo a mis hijos cada día que Dios los ama incondicionalmente.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say when your parents question your faith?	¿Qué dices cuando tus padres cuestionan tu fe?	Decir Present Indicative
Basic	Decir::Present::Indicative	She says her grandmother always told her God never fails.	Dice que su abuela siempre le decía que Dios nunca falla.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that family is a gift from God to be treasured.	Decimos que la familia es un regalo de Dios que hay que atesorar.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say their children have grown in faith through consistent discipleship.	Dicen que sus hijos han crecido en la fe a través del discipulado consistente.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to my friends what God says about them in his Word.	Les digo a mis amigos lo que Dios dice de ellos en su Palabra.	Decir Present Indicative
Basic	Decir::Present::Indicative	What does your friend say about the new church they are visiting?	¿Qué dice tu amigo sobre la nueva iglesia que está visitando?	Decir Present Indicative
Basic	Decir::Present::Indicative	She says her friendship group has kept her accountable in her walk with God.	Dice que su grupo de amistades la ha mantenido responsable en su caminar con Dios.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say kind things to one another because God is kind to us.	Nos decimos cosas amables el uno al otro porque Dios es amable con nosotros.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say that true friends speak truth even when it is hard.	Dicen que los verdaderos amigos dicen la verdad incluso cuando es difícil.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to my dog that it is a good boy after every walk.	Le digo a mi perro que es un buen chico después de cada paseo.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say to calm your pet during a thunderstorm?	¿Qué le dices a tu mascota para calmarla durante una tormenta?	Decir Present Indicative
Basic	Decir::Present::Indicative	She says her cat always responds when she speaks gently to it.	Dice que su gato siempre responde cuando le habla suavemente.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that caring for animals teaches us about responsibility.	Decimos que cuidar animales nos enseña sobre la responsabilidad.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say the animals at the shelter need people who speak kindly to them.	Dicen que los animales del refugio necesitan personas que les hablen con amabilidad.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to my students that God wisdom is found in his Word.	Les digo a mis estudiantes que la sabiduría de Dios se encuentra en su Palabra.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say about the theology course you are taking?	¿Qué dices sobre el curso de teología que estás tomando?	Decir Present Indicative
Basic	Decir::Present::Indicative	The professor says that understanding history helps us interpret Scripture.	El profesor dice que entender la historia nos ayuda a interpretar las Escrituras.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that Christian education is one of the best investments we can make.	Decimos que la educación cristiana es una de las mejores inversiones que podemos hacer.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say the Bible school this summer was life-changing for the students.	Dicen que la escuela bíblica de este verano fue transformadora para los estudiantes.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to the doctor exactly what I am feeling so he can help me.	Le digo al médico exactamente lo que siento para que pueda ayudarme.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say when someone asks how you are feeling after the surgery?	¿Qué dices cuando alguien te pregunta cómo te sientes después de la cirugía?	Decir Present Indicative
Basic	Decir::Present::Indicative	She says that God healed her and she is a living testimony.	Dice que Dios la sanó y que es un testimonio viviente.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that the body is the temple of the Holy Spirit and we treat it accordingly.	Decimos que el cuerpo es el templo del Espíritu Santo y lo tratamos en consecuencia.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say the prayer ministry has brought healing to many in the church.	Dicen que el ministerio de oración ha traído sanidad a muchos en la iglesia.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to my colleagues that our work is a form of worship when done with integrity.	Les digo a mis colegas que nuestro trabajo es una forma de adoración cuando se hace con integridad.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say about balancing ministry and a regular job?	¿Qué dices sobre equilibrar el ministerio y un trabajo regular?	Decir Present Indicative
Basic	Decir::Present::Indicative	She says the workplace is one of her most powerful mission fields.	Dice que el lugar de trabajo es uno de sus campos misioneros más poderosos.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that everything we do should be done for the glory of God.	Decimos que todo lo que hacemos debe hacerse para la gloria de Dios.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say the new ministry project is changing lives in the community.	Dicen que el nuevo proyecto ministerial está cambiando vidas en la comunidad.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say yes when God calls me to step out in faith with my music.	Digo sí cuando Dios me llama a dar un paso de fe con mi música.	Decir Present Indicative
Basic	Decir::Present::Indicative	What does the worship leader say about the theme of the new song?	¿Qué dice el líder de adoración sobre el tema de la nueva canción?	Decir Present Indicative
Basic	Decir::Present::Indicative	She says that every song in the service was chosen through prayer.	Dice que cada canción en el culto fue elegida mediante la oración.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that worship music is one of the most powerful tools in ministry.	Decimos que la música de adoración es una de las herramientas más poderosas en el ministerio.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say the new worship album speaks deeply to those who are suffering.	Dicen que el nuevo álbum de adoración habla profundamente a los que están sufriendo.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say what God says about my life and I choose faith over fear.	Digo lo que Dios dice sobre mi vida y elijo la fe sobre el miedo.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say about the sermon from Sunday that moved you to tears?	¿Qué dices sobre el sermón del domingo que te hizo llorar?	Decir Present Indicative
Basic	Decir::Present::Indicative	The Bible says that the truth will set us free.	La Biblia dice que la verdad nos hará libres.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say what God says because his Word is our foundation.	Decimos lo que Dios dice porque su Palabra es nuestra fundación.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say that when we align our words with Scripture, things change.	Dicen que cuando alineamos nuestras palabras con las Escrituras, las cosas cambian.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to every person I meet that they are loved by God.	Les digo a cada persona que conozco que Dios los ama.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say when someone shares good news with you?	¿Qué dices cuando alguien comparte buenas noticias contigo?	Decir Present Indicative
Basic	Decir::Present::Indicative	He says that God is moving powerfully in the congregation right now.	Dice que Dios se está moviendo poderosamente en la congregación ahora mismo.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say what the Spirit prompts us to say and trust the outcome to God.	Decimos lo que el Espíritu nos impulsa a decir y confiamos el resultado a Dios.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say that the testimonies in their church build the faith of the whole body.	Dicen que los testimonios en su iglesia edifican la fe de todo el cuerpo.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say every morning that this is the day the Lord has made.	Digo cada mañana que este es el día que el Señor ha hecho.	Decir Present Indicative
Basic	Decir::Present::Indicative	What does God say about our identity in his Word?	¿Qué dice Dios sobre nuestra identidad en su Palabra?	Decir Present Indicative
Basic	Decir::Present::Indicative	The pastor says that every person in the congregation is called to ministry.	El pastor dice que cada persona en la congregación está llamada al ministerio.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that the church is most effective when every member is engaged.	Decimos que la iglesia es más efectiva cuando cada miembro está comprometido.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say that God's voice is clearest when we spend time in his Word.	Dicen que la voz de Dios es más clara cuando pasamos tiempo en su Palabra.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to the new believers that God will finish what he has started in them.	Les digo a los nuevos creyentes que Dios terminará lo que ha comenzado en ellos.	Decir Present Indicative
Basic	Decir::Present::Indicative	What does the Bible say about caring for the poor and the needy?	¿Qué dice la Biblia sobre cuidar a los pobres y necesitados?	Decir Present Indicative
Basic	Decir::Present::Indicative	She says that God purpose for her life is greater than she could have imagined.	Dice que el propósito de Dios para su vida es mayor de lo que podría haber imaginado.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that every good thing comes from the Father of lights above.	Decimos que toda cosa buena viene del Padre de las luces de arriba.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say the children ministry is the heartbeat of the church.	Dicen que el ministerio de niños es el corazón de la iglesia.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say to God in prayer what is on my heart without holding anything back.	Le digo a Dios en oración lo que está en mi corazón sin retener nada.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say to someone who is grieving the loss of a loved one?	¿Qué le dices a alguien que está de duelo por la pérdida de un ser querido?	Decir Present Indicative
Basic	Decir::Present::Indicative	He says that God has been faithful through every trial and triumph.	Dice que Dios ha sido fiel a través de cada prueba y triunfo.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that Jesus is Lord over every area of our lives.	Decimos que Jesús es Señor sobre cada área de nuestras vidas.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say that when two or three gather in his name, he is there.	Dicen que cuando dos o tres se reúnen en su nombre, él está ahí.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say that God is more than enough for every need I face.	Digo que Dios es más que suficiente para cada necesidad que enfrento.	Decir Present Indicative
Basic	Decir::Present::Indicative	What does the Scripture say about renewing our minds?	¿Qué dicen las Escrituras sobre renovar nuestra mente?	Decir Present Indicative
Basic	Decir::Present::Indicative	She says that singing worship songs daily keeps her spirit refreshed.	Dice que cantar canciones de adoración a diario mantiene su espíritu renovado.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say to each other what God says about us — that we are his beloved.	Nos decimos el uno al otro lo que Dios dice de nosotros — que somos sus amados.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say that the Bible study this week touched on a very important truth.	Dicen que el estudio bíblico de esta semana tocó una verdad muy importante.	Decir Present Indicative
Basic	Decir::Present::Indicative	I say yes to every opportunity to share the love of Jesus with others.	Digo sí a cada oportunidad de compartir el amor de Jesús con otros.	Decir Present Indicative
Basic	Decir::Present::Indicative	What do you say about starting a Bible reading plan this year?	¿Qué dices sobre comenzar un plan de lectura bíblica este año?	Decir Present Indicative
Basic	Decir::Present::Indicative	The elder says that perseverance in prayer is the mark of mature faith.	El anciano dice que la perseverancia en la oración es la marca de la fe madura.	Decir Present Indicative
Basic	Decir::Present::Indicative	We say that God is not done writing the story of this church.	Decimos que Dios no ha terminado de escribir la historia de esta iglesia.	Decir Present Indicative
Basic	Decir::Present::Indicative	They say the worship experience here transforms everyone who attends.	Dicen que la experiencia de adoración aquí transforma a todos los que asisten.	Decir Present Indicative
Basic	Decir::Preterit::Indicative	I said a prayer of deep gratitude to God after finishing the book of Psalms.	Dije una oración de profunda gratitud a Dios después de terminar el libro de los Salmos.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said amen with tears when the pastor declared God's faithfulness over our church.	Dije amén con lágrimas cuando el pastor declaró la fidelidad de Dios sobre nuestra iglesia.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said what God said about healing and trusted him with the outcome.	Dije lo que Dios dijo sobre la sanidad y confié en él con el resultado.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said to my children that God had a plan for their lives before they were born.	Les dije a mis hijos que Dios tenía un plan para sus vidas antes de que nacieran.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said goodbye to the mission team and thanked God for every moment we served together.	Le dije adiós al equipo misionero y agradecí a Dios por cada momento que servimos juntos.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said grace over the meal and everyone at the table bowed their heads in gratitude.	Dije gracia sobre la comida y todos en la mesa inclinaron la cabeza con gratitud.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said yes to leading the Bible study even though I felt unqualified and nervous.	Dije sí a dirigir el estudio bíblico aunque me sentía incapaz y nervioso.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said to my coworker that I would pray for the situation they were facing at home.	Le dije a mi compañero de trabajo que oraría por la situación que enfrentaba en casa.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said to the worship team that God was glorified in every note they played that Sunday.	Le dije al equipo de adoración que Dios fue glorificado en cada nota que tocaron ese domingo.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said what was on my heart to my friend and the honesty restored our broken friendship.	Dije lo que tenía en el corazón a mi amigo y la honestidad restauró nuestra amistad rota.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said a blessing over our dog before the surgery and trusted God to care for him.	Dije una bendición sobre nuestro perro antes de la cirugía y confié en Dios para que lo cuidara.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said that the class that changed my faith the most was the one on the book of Job.	Dije que la clase que más cambió mi fe fue la del libro de Job.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said the healing promises of God out loud every morning during my hospital recovery.	Dije las promesas de sanidad de Dios en voz alta cada mañana durante mi recuperación en el hospital.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said to the waiter in Spanish that we were celebrating an answered prayer tonight.	Le dije al mesero en español que estábamos celebrando una oración respondida esa noche.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said a prayer over the house before we moved in and dedicated it to the Lord.	Dije una oración sobre la casa antes de mudarnos y la dedicamos al Señor.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said the memory verse for our study group and finally had it fully committed to heart.	Dije el versículo de memoria para nuestro grupo de estudio y finalmente lo tenía grabado en el corazón.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said yes to joining the choir and it opened a door to a whole new form of worship.	Dije sí a unirme al coro y eso abrió una puerta a una forma completamente nueva de adoración.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said a few words in the local language and the host family smiled with great warmth.	Dije unas palabras en el idioma local y la familia anfitriona sonrió con gran calidez.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said thank you to every volunteer who served at the church food pantry that weekend.	Le dije gracias a cada voluntario que sirvió en el banco de alimentos de la iglesia ese fin de semana.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	I said to my supervisor that I would not compromise my integrity for any business deal.	Le dije a mi supervisor que no comprometería mi integridad por ningún trato de negocios.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said exactly what I needed to hear when I was at the lowest point of my life.	Dijiste exactamente lo que necesitaba escuchar cuando estaba en el punto más bajo de mi vida.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the passage in Romans 8 answered every question you had been carrying for months.	Dijiste que el pasaje en Romanos 8 respondió cada pregunta que habías cargado por meses.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the sermon on Sunday was the most relevant message you had heard all year.	Dijiste que el sermón del domingo fue el mensaje más relevante que habías escuchado todo el año.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said that David's courage before Goliath taught you to face your own giants with faith.	Dijiste que el valor de David ante Goliat te enseñó a enfrentar a tus propios gigantes con fe.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the mission trip changed your perspective in ways nothing else ever had.	Dijiste que el viaje misionero cambió tu perspectiva de maneras que nada más lo había hecho.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the enchiladas at that restaurant near the church were better than anything you had eaten.	Dijiste que las enchiladas en ese restaurante cerca de la iglesia eran mejores que cualquier cosa que habías comido.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the fruit from your garden this season was sweeter than any you had ever grown.	Dijiste que la fruta de tu jardín esta temporada estuvo más dulce que cualquiera que habías cultivado.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said your home felt completely different once you started praying over every room.	Dijiste que tu hogar se sintió completamente diferente una vez que empezaste a orar sobre cada habitación.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said your grandmother's blessing over you on her deathbed still gives you strength today.	Dijiste que la bendición de tu abuela sobre ti en su lecho de muerte aún te da fuerza hoy.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said your friend's prayer over you that night changed the direction of your entire life.	Dijiste que la oración de tu amigo sobre ti esa noche cambió la dirección de toda tu vida.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said goodbye to your dog of twelve years with more tears than you expected.	Le dijiste adiós a tu perro de doce años con más lágrimas de las que esperabas.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the theology course at the Bible college was the hardest and most rewarding of your life.	Dijiste que el curso de teología en el colegio bíblico fue el más difícil y el más gratificante de tu vida.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the doctor's words shocked the family but God's peace immediately filled the room.	Dijiste que las palabras del médico sorprendieron a la familia pero la paz de Dios de inmediato llenó la habitación.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said that integrity in the workplace is a witness more powerful than any tract or pamphlet.	Dijiste que la integridad en el lugar de trabajo es un testimonio más poderoso que cualquier folleto.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the worship song brought you to your knees the moment you heard the first line.	Dijiste que la canción de adoración te hizo caer de rodillas en el momento en que escuchaste la primera línea.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	You said the truth in love and the friendship was restored because of that honest conversation.	Dijiste la verdad en amor y la amistad fue restaurada gracias a esa conversación honesta.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	He said Jesus is Lord before the whole congregation and was baptized that same morning.	Dijo que Jesús es Señor ante toda la congregación y fue bautizado esa misma mañana.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	She said the Lord spoke to her clearly through the passage they studied that evening.	Dijo que el Señor le habló claramente a través del pasaje que estudiaron esa tarde.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	The prophet said what God commanded him and the people listened with trembling hearts.	El profeta dijo lo que Dios le ordenó y el pueblo escuchó con corazones temblorosos.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	The pastor said the most powerful benediction I have ever heard before dismissing the congregation.	El pastor dijo la bendición más poderosa que he escuchado antes de despedir a la congregación.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	She said the trip to the Holy Land made every Bible story she had ever read come alive.	Dijo que el viaje a Tierra Santa hizo que cada historia bíblica que había leído cobrara vida.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	The waiter said there was no table available but would seat us in fifteen minutes.	El mesero dijo que no había mesa disponible pero que nos sentaría en quince minutos.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	He said the soup his mother prepared always tasted like God's comfort in a bowl.	Dijo que la sopa que preparaba su madre siempre sabía como el consuelo de Dios en un tazón.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	She said the peace of God filled their home the moment they placed the Bible on the table.	Dijo que la paz de Dios llenó su hogar en el momento en que colocaron la Biblia sobre la mesa.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	My father said that trusting God was the best decision he ever made and he never regretted it.	Mi padre dijo que confiar en Dios fue la mejor decisión que tomó y nunca se arrepintió de ello.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	She said that the kindness of her friends at church carried her through the hardest season of her life.	Dijo que la bondad de sus amigos en la iglesia la sostuvo durante la temporada más difícil de su vida.	Decir Preterit Indicative
Basic	Decir::Preterit::Indicative	He said the vet reassured them and the whole family exhaled with relief and gratitude.	Dijo que el veterinario los tranquilizó y toda la familia exhaló con alivio y gratitud.	Decir Preterit Indicative
